ulasan,makanan,minuman,pelayanan,tempat,harga
Salah satu tempat makan nasi goreng di Medan yg buka ampe tengah malam. Highly recommended for those of you who are starving in the middle of the night ??,Positif,Netral,Positif,Positif,Positif
Lumayan. Ada acar bawang merah yang biasa jadi pelengkap mi aceh.,Positif,Netral,Netral,Netral,Positif
Enakk banget mi tiau nya dan nasgor nya,Positif,Netral,Netral,Netral,Netral
Rame sangat,Positif,Netral,Netral,Netral,Netral
"Nasi goreng pemuda, nasi goreng padang yg ditambahkan kari daging dadu dan tambahan pete pada nasinya bikin menggugah selera... Sepiring bakal kurang...",Positif,Netral,Netral,Netral,Positif
Nasi goreng terkenal di medan,Positif,Netral,Netral,Netral,Netral
Setiap malam selalu ramai..,Positif,Netral,Netral,Netral,Netral
"Nasi Goreng gak pake lama, disajikan kurang dari 5 menit dengan rasa yg lumayan canggih",Positif,Netral,Positif,Netral,Netral
Nasi goreng dgn rasa yg khas..saya sdh selama 2 thn cari di jakarta nasi goreng tpi tidak ada yg menyerupai rasa nasi goreng pemuda ini...,Positif,Netral,Netral,Netral,Netral
Pilihan tempat makan nasgor yg buka ampe jam 4 pagi.Boleh pakai nasi tambah pula tuh.,Netral,Netral,Netral,Netral,Netral
Definisi masakan rumahan yaah rasanya enak sih. Gak heran grab pada antri parah banget didepan. Sayang blm cobain gulai kepala kakap yang hits karena kemarin rusuh bgt mau ke.,Positif,Netral,Netral,Netral,Netral
"Rasa makanannya biasa saja sih, lebih enak kari kepala ikan di resto Padang di Jakarta, harga mahal, resto tdk hygienis. Hati2 order makanan di sini karena tdk bisa dibatalkan walaupun makanan baru dikeluarkan dan blm disentuh. Mungkin karena sudah jadi legend makanya tiap hari ramai.",Netral,Netral,Negatif,Negatif,Negatif
"Makan disini nyobain, rendang daging yang cukup empuk, gule patinnya enak ga bau, kentang balado nya enak manis gurih pedes, tunjang kikil nya agak keras, overall cukup oke lah.",Positif,Netral,Netral,Netral,Netral
"Ini gmna sihh komunikasi pihak resto sama driver gojek nyasaya barusan order gofoodsaya udah buat catatan secara jelas, klo request ayam nya paha semua dan pisah kuah sambal.",Netral,Netral,Netral,Netral,Netral
"Di Jakarta ada beberapa restoran padang yg terkenal dan legendaris. Pada saat saya ke Medan, teman teman katakan harus coba Pondok Gurih, saya datang dan lihat ramai sekali pengunjungnya.",Positif,Netral,Netral,Netral,Negatif
"Rasa lumayan enak tapi harga kelewat mahal, makan dua porsi nasi campur + 1 porsi ikan kakap besar kena IDR 280.000.",Positif,Netral,Netral,Netral,Negatif
"Kalau lidah aku sih ya, lidah aku lho ya, ngerasainnya enak, tapi ya gak sampai ke level istimewa sih. kalo orang sini mungkin akan bilang enak banget karena lidahnya udah cocok banget dengan makanan2 dengan rasa tajam/asin, porsi nasinya.",Positif,Netral,Netral,Netral,Netral
Rasa ayam rendang dan bumbunya asam. Tidak enakk padahal harganya lumayan. Agak lebih diperhatikan lagi soal rasa.,Negatif,Netral,Netral,Netral,Negatif
"Masakan padang yang sesungguhnya. Porsinya besar banget, bagi yabg sepuh2 mungkin bisa pesan separuh ya.",Positif,Netral,Netral,Netral,Netral
"Makan disini kadang perlu antri. Kemaren ngak terlalu lama, 15 menit. Menu special kepala ikan sup. Mangkoknya besar banget. Nasi sudah dipaket di daun dengan isi sayur dll.",Netral,Netral,Netral,Netral,Netral
"Baru kali ini nemuin konsep makan ditempat tapi nasinya dibungkus. Btw, Rendangnya JUARA! Gulai ikan kepala kakapnya juga mantap banget dibilangnya porsi sedang padahal besar banget. Recommend banget pokoknya.",Positif,Netral,Netral,Netral,Netral
"Kalau mau pesan makanan yg offline, di usahakan sebelum jam 11,masih sepi,tapi kalau da lewat jam 11 atau pas jam makan siang, ya sabar2 aja la,karena rame kali,macam di medan ni gak ada aja rumah makan yg lain,yg beli kebanyakan bang ojol.",Netral,Netral,Netral,Netral,Netral
"Rumah makan yang selalu ramai di siang hari setiap hari. Ramai pengunjung, dan juga ramai driver ojek online.",Positif,Netral,Netral,Netral,Netral
"Makanan enak banget, harganya masih bisa dibilang standar untuk restoran serupa sayangnya pelayanan yang kurang baik, saat komplain makanan malah jadinya debat dengan pelayannya. Semoga bisa ditingkatkan lagi.",Positif,Netral,Negatif,Netral,Netral
"tau resto inj karena bapak grab yang info harus dicoba dan makan di sana pakai daun, dan pas dateng kesini kepala ikannya udh soldout alhasil beli lah bagian badannya, untuk rasa kuahnya enak bgt sih kaya rempah tapi masih light. kemarin makan berdua habis 150.000an.",Positif,Netral,Netral,Netral,Negatif
"Tempatnya kecil untuk ukuran salah satu rm legend di medan, jalan pintu masuk rame sama ojol, lumayan pricey, kering kentangnya juara sih. Mendingan dine in kayanya, kalo bungkus bakal lama saingan sama abang2 ojol.",Netral,Netral,Netral,Netral,Negatif
"Makanannya terbaik, selalu jadi tempat langgananku. Suasananya rame jadi kurang nyaman sebenarnya tapi its ok lah, namanya juga enak jd wajar klo rame.",Positif,Netral,Netral,Netral,Netral
"Selalu ramai di Jam makan siang, lumayan enak, pembayaran hanya bisa tunai dan debit, Credit Card tidak diterima, saat debit hanya mandiri atau BCA, jika kartu diluar Bank tadi kena tambahan biaya 2%.",Positif,Netral,Netral,Netral,Netral
"Selalu antri, dine in atau take away (go food). Kepala kakapnya juara, segar dan sedap. Dine in tetapi nasinya bisa pilih di piring atau di bungkus daun. Disarankan.",Positif,Netral,Netral,Netral,Netral
Luar biasa kali resto ini sebab begitu banyaknya yang beli secara langsung dan lebih banyak lagi yang beli secara online melalui aplikasi grab/gojek harus sabar menunggu dikarenakan pesanan yang terlalu padat dan bahkan sampai memakan waktu.,Netral,Netral,Netral,Netral,Negatif
Memang ramai makanannya enak. Tapi mereka perlu ramah kpd semua org pengunjung atau mereka boleh meniru org org yg bekerja di seluruh jakarta yg punya restoran. Mereka itu sopan ramah senyum melebar. Jd suasananya nyaman.,Positif,Netral,Netral,Netral,Netral
"Paling suka makan nasinya dibungkus udah dicampur semua sama si abang nya. Yang paling recommended ayam goreng, kuah kepala ikannya (karena saya ga suka kepala ikan), keripik kentangnya, sama sambalnya. Kalo udah mau jam setengah 12an.",Positif,Netral,Netral,Netral,Netral
Menu makanannya melayu padang dan rasanya mantap. Kepala ikannya juara. Satu porsi nasi daunnya banyak bisa untuk berdua.,Positif,Netral,Netral,Netral,Netral
"Rumah makan dengan makanan spesialnya gulai kepala ikan. Selain itu ada ayam goreng, aysm bakar, rendang. Rasa makanannya enak dengan bumbu yang pas terutama gulai kepala ikan. Setiap hari selalu ramai. Pelayanannya baik, cepat dan ramah. Harga standart resto padang.",Positif,Netral,Netral,Netral,Netral
"Bagus mulai dari servis anggota kerja, kasir dan kualitas makanan. Kebersihan restoran juga lumayan, cuma lantainya agak berminyak hati2 kalau.",Positif,Netral,Netral,Netral,Netral
Setiap kemedan selalu berusaha sempatkan waktu untuk makan ditempat ini tempat ini selalu diserbu oleh para ojek online yang menerima pesanan sudah kaya antri sembako gratis antriannya sangat amat ramai.,Positif,Netral,Netral,Netral,Netral
"Gulai Kepala Kakap No 2 Terenak. No 1 Terenak di Sunggal. Tempatnya tidak terlalu besar kalau makan di tempat, tapi masakannya juara.",Positif,Netral,Netral,Netral,Netral
"Rasanya benar-benar enak. Gulai kepala ikan, ayam goreng, dan semua sayurnya super mantappp. Tempatnya sangat ramai, banyak juga yang order secara online. Hanya saja tidak.",Positif,Netral,Netral,Netral,Netral
Ini makanan epic banget. Buat yang ke medan mesti nyoba icip ini kuliner. Kapan lagi makan kepala kakap geudeeee parah. Apalagi sedot-sedot bagian tulang kepalanya yang masih ada sumsumnya duuh parah enak. Recommended kepala ikan dan ayam.,Positif,Netral,Netral,Netral,Netral
"This is crazy! Baru pertama kali saya makan sop kepala ikan, ternyata lezat sekali! Top Markotop! Ke Medan? Wajib makan disini, keripik kentang nya enak bangets!",Positif,Netral,Netral,Netral,Netral
"Rumah makan spesial Gulai kepala ikan yang sangat enak. Sangat ramai dan padat pada saat jam makan siang. Menu favorite Nasi Bungkus dengan lauk hidang dan gulai kepala ikan. Tersedia berbagai menu lain seperti Daging Rendang, Jengkol, Ayam Goreng, Tauco dan lain lain.",Positif,Netral,Netral,Netral,Netral
"Mantap ini, Rumah Makan Yang Nyaman Tempatnya, Masakannya Juga enak, Rendang Jengkol nya Mantap. Cocok untuk makan bersama teman Dan Keluarga, ya Tapi Ada tukang Parkir Yang Sangat Mengganggu Bula anda membawa Kendaraan. Ya Ok lah Dengan Masakannya Yang gurih Dan sedap. Thanks Tingkatkan Terus Pelayanan Dan Cita Rasa nya.",Positif,Netral,Netral,Netral,Netral
"Ramai sekali pelanggannya dan pas benar, pas datang pas kebagian satu porsi terakhir sup kepala ikan. Tempatnya kurang luas sehingga jarak antar meja dekat, terlalu rapat. Penyajiannya mirip rumah makan padang lebih tepatnya gaya melayu.",Netral,Netral,Negatif,Negatif,Negatif
"Makan disini enaknya Nasi Campur bungkus makan di tempat. Bestsellernya Ayam Goreng Panas. Semua yg dijual, bahan berkualitas.",Positif,Netral,Netral,Netral,Netral
Kepala ikan kuahnya sangat di rekomendasi. Satu porsi lumayan besar bisa buat beberapa orang makannya. Selain ikan ada juga ayam goreng. Penyajian makanan khas seperti rumah makan padang. Yang unik minta nasi bungkus saja dan di buka dan makan di tempat sambil menikmati hidangan yang tersedia di meja makan.,Positif,Netral,Netral,Netral,Netral
"Semua menu enakkk, cuma sabar antri aja, org nya rame, tp GK masalah yg penting makan enakk, tks",Positif,Netral,Netral,Netral,Netral
"Menu mantap, enak dan penyajian bisa memakai daun pisang, serasa di sawah juga menu cukup enak",Positif,Netral,Netral,Netral,Netral
Tempat 4/5 ( rame dan agak sempit )Pelayanan 5/5 ( standard )Parkir 4/5,Netral,Netral,Netral,Negatif,Netral
Paling paporit kepala ikan kakap gulai don ubi. Sama ayam goreng paha nya,Positif,Netral,Netral,Netral,Netral
"Pelayanan nya kurang baik dan tempat terlalu sumuk/semak, makan nya terlalu berminyak dan tidak enak macem mau basih",Negatif,Netral,Negatif,Negatif,Negatif
"Luar biasa sop kepala ikan kakap nya, Pengalaman pertama kali yang amazing, musti makan disini kalo kalian ke Medan!",Positif,Netral,Netral,Netral,Netral
"No comment lah, silahkan test saja sendiri. Soalnya terlalu menikmati sampai speechless",Positif,Netral,Netral,Netral,Netral
"Lokasi pinggir jalan Brigjend Katamso. Parkiran terbatas. Panjang antrian. Makanan ckp enak. Suasana ruangan panas. Harga makanan ckp mahal. Nasi bungkus ayam goreng (daging kecil) + sayur + es teh tawar Rp.60k/org. Recommended, must try.",Positif,Netral,Negatif,Negatif,Negatif
"Rumah makan wajib, antrinya panjang banget. rasanya konsisten, enak bangett",Positif,Netral,Netral,Netral,Netral
"""Nasi padang yang ga terlalu """"berat"""" buat saya.. Best Ever.. Untuk makan di tempat bisa makan nasi yang dibungkus juga.. Baiknya datang sebelum atau setelah jam makan siang biar ga rame.""",Positif,Netral,Netral,Netral,Netral
"Terlalu mahal gilaaa.. cuma order nasi putih 15k, daun ubi rebus 13k, ikan kakap potongan ekor kecil 25k, blm ppn total 60an k.. di belikan di luar dapat 3-4 bungkus.. no.recomended",Negatif,Netral,Negatif,Negatif,Negatif
Restoran jahanam pegawai tidak sopan santun nya pelayanan nya kurang baik ..dan tempat makan nya terlalu semak ..makan nya berminyak dan tidak enak,Negatif,Netral,Negatif,Negatif,Negatif
masakan padang yang enak. jangan lupa pesan kepala ikan nya. enak. kalau datang jam makan siang besar kemungkinan susah mendapatkan tempat duduk.,Positif,Netral,Netral,Negatif,Netral
"Gilaaaa nih tempat selalu rame, makanannya enak aplg gulai kepala ikannya dan harganya sangat reasonable. Recommended !!",Positif,Netral,Netral,Netral,Netral
"Makananya enak, dengan menu best sellernya ikan gulai. Untuk ayam gorengnya termasuk kategori kecil dibandingkan dengan rm gumarang. Apabila kesini dijam makan siang, siap-siap ngantri karena yang datang rame bangett. Untuk harga sedikit",Positif,Netral,Netral,Netral,Netral
"Salah satu rumah makan yang diminati banyak orang, menawarkan menu yang lengkap masakan khas medan, ada rendang, kakap gulai, jengkol rendang dan banyak menu lainnya yang menggugah selera.",Positif,Netral,Netral,Netral,Netral
Selalu rame.. jd lebih prefer take away or delivery aja. Kepala ikanny enak. Klo kesorean pasti kehabisan kepala ikan ny..,Positif,Netral,Netral,Netral,Netral
Selalu antri sih klau beli ini... Tapi rmah makan legend ... Enak bget,Positif,Netral,Netral,Netral,Netral
Kepala ikan ya wajib di pesan... Makan dihidangkan dengan alas daun pisang.. Gurihnya pas dan nikmat..,Positif,Netral,Netral,Netral,Netral
"rasa makanan tidak perlu diragukan lagiharap bersabar kalo makan disini, waiting list untuk dapat rasa yg enak",Positif,Netral,Netral,Netral,Netral
best lahh... rendang empuk.. kikil juga sangat sangat empuk dan lezat... lebih suka padang versi melayu ini..,Positif,Netral,Netral,Netral,Netral
Makanannya enak....Layanan cpat....Suasana.agak puanas n ribet....,Positif,Netral,Netral,Negatif,Netral
"NYESAL makan disiniHarga makanan nya jadi 2 kali lipat jika makan ditempat.Nasi 2 porsi+minum1 beserta lauk kena 123.000 gileee, padahal kalau bungkus",Negatif,Netral,Negatif,Negatif,Negatif
Rame sekali harus ngantri.. tapi memang enak sich..,Positif,Netral,Netral,Negatif,Netral
Sangat lambat pelayanan nya dan sumpek tempat nya terlalu ramai,Negatif,Netral,Negatif,Negatif,Negatif
Resto yg paling lama menunggu kalau ada orderan kn masuk ke ojol?,Netral,Netral,Negatif,Negatif,Negatif
Karena terlalu ramai sehingga lama dalam pelayanan makanan...,Netral,Netral,Negatif,Negatif,Negatif
"Ramenya luar biasa, harganya luar biasa, rasanya biasa aja.. Mesen teh manis dingin, bolak balik dikasih teh pahit, akhirnya yaudahlah minum",Netral,Netral,Negatif,Negatif,Negatif
"Makanan nya enak, apalagi nasi bungkus nya ditambah pergedel dan ayam goreng serta kikil yg lembut,rekomended lah, namun sayang harus Waiting list karena terlalu ramai kalau siang, dan tempat nya panas",Positif,Netral,Netral,Negatif,Negatif
Selalu kesini kalo ke Medan.. best,Positif,Netral,Netral,Netral,Netral
"Enak sekali. Sayang tempatnya sempit, terus makan agak buru2 karena ramai yg antre. Kasihan nunggu lama",Positif,Netral,Negatif,Negatif,Netral
"Cita rasa makanannya OK punya. Kelas restoran lah. Cuma kalo beli bungkus mending antri ajalah drpd pakai aplikasi, selisih 10rb. Seram x",Positif,Netral,Netral,Netral,Negatif
"Gule kepala ikannya Ruaarr biasa....cuma tempatnya panas, sesak dan berjubel....",Positif,Netral,Negatif,Negatif,Negatif
Lambat dan banyak main2 .... lebih utamakan makan ditempat kami yg bungkus lama,Negatif,Netral,Negatif,Negatif,Negatif
"Enak sih, tapi ada kok yg lain yg lebih enak",Positif,Netral,Netral,Netral,Netral
Rekomendasi sop kepala ikan. Mantap cuy. Kalo makan siang harus booking dulu karena tempat sangat ramai.,Positif,Netral,Netral,Negatif,Netral
"Sangat Rame dan Antri, paling rekomendasinya adalah : Kepala Ikan Kakap dan Ayam Goreng, untuk makanan sangat rekomendasi dan nikmat, kekurangannya adalah tempat panas.",Positif,Netral,Netral,Negatif,Netral
Meskipun antri tp puas dengan makanannya yg enak dan pelayanan yg cepat,Positif,Netral,Positif,Netral,Netral
Mantap,Positif,Netral,Netral,Netral,Netral
Rumah makan yg cukup populer dikalangan pecinta kuliner di kota Medan. Hidangan cita rasa tradisional minang dan Melayu. Dan pesanan via online juga ramai sekali di restoran saat jam makan siang,Positif,Netral,Netral,Netral,Netral
Kepala ikan nya luar biasaTempatnya super rame terutama yang pesan bungkusLokasi jalan brigjend katamso tidak jauh dari simpang pandu,Positif,Netral,Netral,Netral,Netral
"Untuk rasa menurutku biasa aja. Tpi kembali ke lidah masing?, untuk parkiran sangat terbatas, dan kalau beli diatas jam 11 bisa antri panjang dan kehabisan beberapa menu. Di sarankan gunakan mitra ojek online untuk berbelanja, hati tenang dan nyaman tinggal tunggu dirumah. Jgn lupa berikan tips untuk ojolnya",Netral,Netral,Netral,Negatif,Negatif
Mantap kepala ikannya.... Mantap antri mejanya... Harga bersahabat...,Positif,Netral,Netral,Netral,Netral
Enak bangettt..Recomended untuk makanan khas BatakSingkong tumbuk/ Ubi tumbuk nya enakk!!,Positif,Netral,Netral,Netral,Netral
Menu kakap sambalnya bikin goyang lidah,Positif,Netral,Netral,Netral,Netral
Saya pesan dri aplikasi ojol luar biasa lama kali .pelayanan RM PONDOK GURIH ke ojol sangat buruklama kali siap hampir sejam lebih.,Negatif,Netral,Negatif,Negatif,Netral
"Restoran Masakan Nusantara sangat di rekomendasi bagi pengunjung kota Medan, rasa masakan memiliki khas tersendiri, pelayanan lumayan cepat padahal cukup padat",Positif,Netral,Positif,Netral,Netral
Gak ada prikemanusaaan resto gak di kasi minum layanan kurang cepat kecewa semua konsuman pada ojek online padahal resto yang lama!,Negatif,Negatif,Negatif,Negatif,Negatif
"Makanannya enak cuma ramai banget, maklum memang sudah terkenal. Banyak yang pesan lewat gojek.",Positif,Netral,Netral,Negatif,Netral
Wahh ini mah kuliner wajib dikunjungi kalau di Medan. Ayam gorengnya gak puas kalau cuma 1 potong pasti nambah. Nasinya dibungkus daun pisang bikin makin sedap. Very recommended,Positif,Netral,Netral,Netral,Netral
"Pelayanan sangat2 bobrok,yang bungkus pun bodoh,kukira enak kali makanannya rupanya biasa ajah GK ada istimewa nya,cuman pelanggan dibiarkan ngantri,macam mau ngambil sembako,sekali lagi pelayanan bobrok",Negatif,Netral,Negatif,Negatif,Negatif
Top markotop dan mantap men rasa dan harga yang murah meriah apalagi gulai kepala kakap moyong nya itu,Positif,Netral,Netral,Netral,Netral
"Teredia banyak menu selain ayam. Makan ditempat bisa minta pakai daun pisang, rasa makanan terjamin.",Positif,Netral,Netral,Netral,Netral
Restonya mantap cepat dan tepatPelayanannya bagusBersih dan enak,Positif,Netral,Positif,Netral,Netral
Rame kali tempat ini sesuai sama makanannya enak bos,Positif,Netral,Netral,Netral,Netral
"Ok masakanya., tp menu nya KakuMasa Juice di Mix tdk boleh., padahal sy sudah bilang : hitung saja berapa.Setalah di protes baru diperbolehkam",Netral,Netral,Negatif,Netral,Netral
Makanan nya sangat enak. Disarankan sediakan kursi utk baby (high chair baby) setidakny beli 5 sediakan untuk yang makan ditempat.,Positif,Netral,Netral,Netral,Netral
"Juara sih rasanya, cuma jam 11 udah susah masuk, penuhhh",Positif,Netral,Netral,Negatif,Netral
"Kepala kakakpnya juara, nasinya jg unik makan di tempat tapi model dibungkus kyk bawak pulang, kripik kentangnya gurih bgt, dan dendeng basahnya jg sedap meresap bumbunya.. hanya perlu antri untuk mkan dtempat dan take away",Positif,Netral,Netral,Negatif,Netral
Sepertinya RM pondok gurih makanan enak walau sebagai pesan antar dan selalu antri gojek/grab berjam2 menuggu,Positif,Netral,Netral,Negatif,Netral
"Rasanya enak sih, tapi gak ada sesuatu yang istimewa menurut saya. Saya kemarin makan rendang daging dan sayur daun ubi gulai, rendangnya rada asem waktu saya makan. Kalau buat saya pribadi, masakannya enak, segar tapi gak ada yang istimewa yang buat saya harus ngantri panjang lagi untuk kedua kalinya hanya untuk makan disini lagi.",Positif,Netral,Netral,Negatif,Negatif
"Rame bokkkkk, ojol juga rameeeee, enak si, pas ngantri wangi banget. Untuk antri ga lama, bumbu nya enak.",Positif,Netral,Netral,Negatif,Netral
"Makan disini karena diajak sama temen, sebelumnya selama tinggal di medan belum tau ada tempat iniTaunya pas dateng rameee kali, banyak driver nunggu orderan, yg makan di tempat",Netral,Netral,Netral,Negatif,Netral
Nasi campurnya enak. Kepala ikan juga lezat. Tiap hari ramai.,Positif,Netral,Netral,Netral,Netral
Jam makan siang rame banget gaess..!! menu andalan gulai kepala kakap ... recommended,Positif,Netral,Netral,Netral,Netral
Nasi Sultan ini kita nyebutnyaRincian4 nasi bungkus sayur,Netral,Netral,Netral,Netral,Netral
"Enak, nyaman, dan terjangkau.Hanya saja sedikit krg jelas mengenai informasi detail menu dan penjelasan dari waiters. So far, enak lah. ??????",Positif,Netral,Netral,Netral,Netral
"Saran untuk resto, agar diatur berbaris antrian dalam pengambilan order take away baik online maupun customer lsg. Perhatikan pula aturan prokes CoviD 19. Jangan hanya 1 orang yg diluar teriak2 sambil bawa speaker. Tolong diperhatikan.",Netral,Netral,Netral,Negatif,Netral
Makanan nya enak,Positif,Netral,Netral,Netral,Netral
"1 satu bintang doank krn masakannya fresh ( krn byk yg antri beli jadi pasti tiap ari lauknya baru ) . Tapi rasa nya bolehlah doank ( kyknya dolo lbh enak sblm begitu padat customer ) . Kalo utk masalah antri , kyknya lbh diutamakan yg dine",Netral,Netral,Netral,Negatif,Netral
Rasanya sebanding dengan antri 1 jam buat makan disini,Netral,Netral,Netral,Negatif,Netral
Saya heran begitu ramai rumah makan ini. Terlebih pada waktu makan siang. Sangat membosankan menunggu pesanan yang akan di bungkus untuk di bawa pulang bisa jadi sampai 60 menit untuk menunggu. Dari tahun 2018 sampai saat ini tidak ada,Negatif,Netral,Negatif,Negatif,Netral
Murah meriah...juara ikannya...love it...rekomended...,Positif,Netral,Netral,Netral,Netral
"Antrian masuk untuk makan cukup panjang dan lama, sehingga membuat pegal badan berdiri untuk menunggu.",Netral,Netral,Netral,Negatif,Netral
Cara menghilangkan makanan yang berbeda.. nasi bungkus makan di tempat ??,Netral,Netral,Netral,Netral,Netral
"Antri terlalu lama, driver dan customer banyak yg mengeluh. Sistem nya dibenahi dong",Netral,Netral,Negatif,Negatif,Netral
"Rumah makan Nasi yang ramai nya tidak tertolong, jika beli take away bakalan mengantri dengan para grab dan gojek dengan nomer antri yg bisa mencapai 200an. ??????? Harga makanan cukup pricey maka ny kenapa org lebih memilih untuk pesen dr",Netral,Netral,Netral,Negatif,Negatif
Masakan padang paling enak sedunia,Positif,Netral,Netral,Netral,Netral
Saya suka ikan sambal kakapnya tp saya tdk suka antriannya. Tempat makan yang ramai banget jika beli pas jam makan siang. Bisa nunggu lama x krn antrian sangat panjang. Beli dr grab saja bs nunggu lbh dr 1jam,Positif,Netral,Negatif,Negatif,Netral
"""Resto yg merugikan kedua belah pihak terutama buat ABG""""ojol nya kasian antrian panjang knak terih matahari dan kursi tidak di sediakan apa ssh ny buat kursi brp""""biji dan buat minuman Aqua gelas untuk driver,,awal ny saya igk prcya antrian """,Negatif,Netral,Negatif,Negatif,Netral
"Tempat makannya sempit,Pas jam makan siang, ruame bener,Baik offline ataupun online,",Netral,Netral,Netral,Negatif,Netral
Sangat ramai saat makan siang.. Antrinya lama.. Dtang lebih awal klo mo maksi disini,Netral,Netral,Netral,Negatif,Netral
Menu kepala kakapnya maknyooss.Bikin ketagihan,Positif,Netral,Netral,Netral,Netral
"Rameeee bgt dikerubutin grab sama gojek, for a very good reason.. makanannya enaaaakkk bgt !! Rekomen pesan pala ikan ??",Positif,Netral,Netral,Negatif,Netral
Kepala kakap terenak ini. Ga ada bau amis. Kuah ringan. Pokoknya ke medan wajib ke sini.,Positif,Netral,Netral,Netral,Netral
Variasi menu sangat banyak. Ada kepala ikan yang bisa dimakan untuk satu keluarga. Harganya standart rumah makan lah. Parkir untuk sepeda motor tidak susah tapi untuk mobil cukup susah karena parkirnya dipinggir jalan. Selalu rame disaat,Positif,Netral,Netral,Negatif,Netral
"Antrinya panjang, dan antriannya lama. Mau pesan online ataupun pesan sendiri juga lama. Banyak ojol juga yang ngantri. Kalau makan di rumah makannya terasa padat karena terlalu ramai orang memgantri. Parkirannya dipinghir jalan sehingga berpotensi membuat macet jalan.",Netral,Netral,Negatif,Negatif,Netral
"Salah satu Nasi bungkus Terenak. Cuman antrinya lama, jadi seringya beli pake gojek/ grab aja. Lebi murah jg krn sering dpt diskon",Positif,Netral,Negatif,Negatif,Netral
"Untuk rasa memang beneran enak, harga kepala ikannya sktr 180ribuan, itu utuh, bisa dimakan dua atau tiga orang.Nasnya yg sudah dibungkus daun pisang, makin joss",Positif,Netral,Netral,Netral,Netral
Tolong kasir yg siang di pecat aja kerja nya lambat banyak cerita aja kalok bisa yg sore aja ganti nya orang kerja nya cepat GK banyak cerita nya ok,Netral,Netral,Negatif,Netral,Netral
"Tempatnya g gitu jauh dari RM.Gumarang Jaya, Menu2 nya jg pada umumnya masakan minang tp spesialnya disini kepala ikan kakap ya, tp aku g nyobain sih. Tempatnya rrrruuuuuuaaaaammmeeee banget baik gofood ataupun yg makan lgsg di tempat,",Netral,Netral,Netral,Negatif,Netral
"Banyak driver ojek online nya, sebaiknya pihak management membuat jalur khusus untuk driver ojek online.",Netral,Netral,Netral,Negatif,Netral
"Habis lauk bukan nya bilang , orang tungguin gitu lama . Mau nya habis bilang jadi bisa pesan lauk yang lain . Jgn asal terima duit saja",Negatif,Netral,Negatif,Negatif,Netral
"Rasanya sudah berkurang, tp tetep antrii",Netral,Netral,Negatif,Netral,Netral
"Salah satu tempat makan yang wajib untuk dikunjungi apabila ke medan.Menu kepala ikan kakapnya wajib untuk dicoba, dagingnya lembut, kuahnya gurih",Positif,Netral,Netral,Netral,Netral
"Antrian sangat panjang, saya selaku driver ojol yg pernah mendapat orderan disini merasa kurang nyaman, masak nunggu sampai 2 jam utk mesan 2 bungkus aja. Wah habis waktu saya disini. Mohon kepada pemilik utk membuat cabang lah setidaknya, atau kalau tidak bisa bikin cabang, di off kan saja layanan online seperti grabfood. Terima kasih",Netral,Netral,Negatif,Negatif,Netral
Rumah makan ini sesak kali di jam makan siang. Entah kenapa gak ada pengembangan dari pengelola. Di sesaki para driver ojol dan sangat lama menunggu antrian kalau mau di bungkus. Makanannya gak ada yang istimewa dari makanan yang di sajikan. Semua masih standar.,Netral,Netral,Negatif,Negatif,Netral
"Lain kali perhatikan,nasi ny uda dikasi lauk apa gk,gini kan pembeli kecewa,beli nasi pake ikan gulai,ikan ny entah kemana,jd gmn makan ny ini.makan nasi aja!!!!",Negatif,Netral,Negatif,Netral,Netral
"Yang jadi andalan gule kepala kakapnya maknyos.. walaupun relatif agak mahal. Utk ukuran besar bisa dimakan berdua disajikan dengan gule harganya 125.000. Jus timunnya 15 rb, nasi dan sayur 18 rb",Positif,Netral,Netral,Netral,Netral
ikan sambel dan rendang adalah makan siang terfavorite??pertanyaan yang sering di tanyajam berapa buka dan tutup?,Netral,Netral,Netral,Netral,Netral
Masakannya enak...Pelayanannya cepat..Harga makanannya lebih murah dibungkus dibandingkan makan di tempat.,Positif,Netral,Positive,Netral,Positive
"Hi, kembali dgn Erwin Go. Hari ini kita akan mengulas restoran pondok gurih. Salah satu rumah makan padang, yg teramat rame di bilangan jalan Bridjen Katamso. Hampir sama dengan semua rumah makan padang di kota medan, namun di sini akan",Netral,Netral,Netral,Netral,Netral
"Rame banget restonya pas jam makan siang, gulai kepala ikan favorit, menurut sy gk terlalu spesialRendang enak, ayam goreng kampung dihidangkan tidak panas. Harusnya langsung",Netral,Netral,Netral,Negatif,Netral
"Luar biasa ramai nya, parkiran d pinggir jalan, banyak ojol food ngantri, masakan nya enak sekali, ayam bakar enak, gulai kambing enak dan empuk, ikan teri enak, sambal hijau dan merah enak, sayur tumbuk enak, juice nya kurang untuk juice",Positif,Netral,Netral,Negatif,Netral
"Taste sangat baik dan cocok dengan lidah orang Medan. Harga kompetitif dan cukup terjangkau. Jam2 tertentu sangat ramai pelanggan baik yang datang untuk makan, untuk dibawa pulang atau beli via Ojek Online. Beberapa hidangan signature mereka memang sangat diminati. Kelemahannya adalah parkir yang sangat terbatas",Positif,Netral,Positive,Negatif,Netral
Ini resto pondok setan...Antri nya luar biasa ..Itu kasir yg di depan komputer itu....,Netral,Netral,Negatif,Netral,Netral
"Harus antri untuk makan disini. Makanannya enak, yang paling terkenal kepala kakap porsi bisa untuk 3-4 orang.",Positif,Netral,Netral,Negatif,Netral
